"catalogNumber","recordNumber","source","surveyname","dateaccuracy","recordedBy","otherCatalogNumbers","reliabdesc","easting","northing","decimalLatitude","decimalLongitude","nsxcode","scientificName","family","vernacularName","eventRemarks","habitat","verbatimLocality","reservename","language","rightsHolder","datasetName","institutionCode","country","countryCode","stateProvince","kingdom","occurrenceStatus","basisOfRecord","verbatimEventDate","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimIdentification","eventDate","establishmentMeans","geodeticDatum","identificationVerificationStatus","organismQuantity","organismQuantityType"
"OPP800831-120","OPP800831-120","OP","BDBSA RESERVES DATABASE","Y","MURFET D.E. Denzel","","501-1000m",427060,5962086,-36.48375,140.18571,"C02413","Astroloma humifusum","EPACRIDACEAE","Cranberry Heath","","","","Jip Jip (CP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","1/1/98",-36.48375,140.18571,"decimal degrees","Astroloma humifusum","1998","native","EPSG:20254","verified",,
"OPP57652-1801618","OPP57652-1801618","OP","PAMS - PARK ASSET DATABASE","D","ROBERTSON M.A. Meg","","501-1000m",288815,6148358,-34.78512,138.69192,"E10950","Austrostipa sp.","GRAMINEAE","Spear-grass"," ; Reserve type= RP; Reserve Code= 21; PAMS_PARK_ID= 244;  ; Braun-Blanquet= 2;  ;  ; Date_Stamp= 06-Aug-02;","","","Cobbler Creek (RP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","19/4/02",-34.78512,138.69192,"decimal degrees","Austrostipa sp.","2002-04-19","native","EPSG:20254","verified",,
"OPP798834-64","OPP798834-64","OP","BDBSA RESERVES DATABASE","D","CARPENTER G.A. Graham | CROFT T.S. Tim","","1-10km",633508,6294741,-33.4785,136.43693,"A00520","Gahnia lanigera","CYPERACEAE","Black Grass Saw-sedge","","**Birds** Suitable for Blue-Breasted Fairy-Wren (V) & Painted Button-Quail (V)**Rem** Hd = 8% Messenger Environmental association (4.3.17) 16%","CAMPOONA : 24","877 (HA)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","7/3/91",-33.4785,136.43693,"decimal degrees","Gahnia lanigera","1991-03-07","native","EPSG:20253","verified",,
"OPP798546-71","OPP798546-71","OP","BDBSA RESERVES DATABASE","D","HODDER M.W. Mike | CROFT T.S. Tim","","1-10km",409844,6042171,-35.76037,140.00271,"E01674","Eutaxia microphylla","LEGUMINOSAE","Common Eutaxia","","**Birds** Suitable for Malleefowl Painted Button-Quail plus 9 species rated uncommonE fasciculosa + E leucoxylon woodland possibly rare in South East**Rem** 23%(Lewis)Env Assoc=(Carcuma)(2.2.14)=37%","LEWIS : LOT 1 IN FP 15278 IN PT SEC RSA","533 (HA)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","9/2/90",-35.76037,140.00271,"decimal degrees","Eutaxia microphylla","1990-02-09","native","EPSG:20254","verified",,
"SUP16329-12938","SUP16329-12938","SU","SANDY DESERT","D","ROBINSON A.C. Tony","","51-100m",742659,7074702,-26.42728,137.43313,"U04786","Ptilotus polystachyus var. polystachyus f. polystachyus (NC)","AMARANTHACEAE","Long-tails","","","Site is 5.4km east of Erabena / Rig Road Junction on the Rig Road. Pegs on the southern side of track approx 30m in. Site is broad undulating swale of Acacia ramulosa - Acacia ligulata - Scaevola - Salsola and Abutilon.","Munga-Thirri--Simpson Desert (CP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","17/9/98",-26.42728,137.43313,"decimal degrees","Ptilotus polystachyus var. polystachyus f. polystachyus (NC)","1998-09-17","native","EPSG:20253","verified",,
"RVPU49280-60705","RVPU49280-60705","RV","","D","DUNBAR K.R. Kelly | COOLING M.P. Marcus","","251-500m",343132,6089239,-35.32778644,139.2741095,"C10473","Halosarcia sp. (NC)","CHENOPODIACEAE","Samphire","Collected using the DEWNR Roadside Vegetation Survey Methodology","Nitraria billardierei Open shrubland","Strathalbyn to Wellington RD 1.7 km SSE of Grote Hill (summit)","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","13/12/01",-35.32778644,139.2741095,"decimal degrees","Halosarcia sp. (NC)","2001-12-13","native","EPSG:20254","verification required",,
"SUP31481-283191","SUP31481-283191","SU","MARQUALPIE LAND SYSTEM","D","NEAGLE N.R. Nick | KLUSKE G.M. Gavin","","5-50m",489134,7027184,-26.87699,140.8906,"Z02671","Nicotiana velutina","SOLANACEAE","Velvet Tobacco","","","","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","25/9/08",-26.87699,140.8906,"decimal degrees","Nicotiana velutina","2008-09-25","native","EPSG:20254","verified",,
"SUP3579-35","SUP3579-35","SU","MURRAY MALLEE","D","GILLEN J.S. Jake | CANTY P.D. Peter","","5-50m",391538,6030678,-35.86212,139.79869,"C01981","Leionema microphyllum","RUTACEAE","Limestone Phebalium","","","2.75 km SE from Mt Boothby.","Mount Boothby (CP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","24/7/90",-35.86212,139.79869,"decimal degrees","Leionema microphyllum","1990-07-24","native","EPSG:20254","verified",,
"OPP721876-23","OPP721876-23","OP","DEWNR FIRE MANAGEMENT RAMBLE OBS","D","GREHN U Ute","","501-1000m",672671,6095208,-35.27139,136.89842,"Z05883","Eucalyptus diversifolia ssp. diversifolia","MYRTACEAE","Coastal White Mallee","","Numerous orchids especially on otherwise thinly vegetated ground underneath mallee","Inneston to wetland","Innes (NP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","28/8/16",-35.27139,136.89842,"decimal degrees","Eucalyptus diversifolia ssp. diversifolia","2016-08-28","native","EPSG:20253","verified",,
"OPP865812-8","OPP865812-8","OP","EBS ECOLOGY - FLORA & FAUNA SURVEY SA","D","HOW T.L. Travis","","5-50m",555227,6714908,-29.69469,135.57087,"S04565","Salsola australis","CHENOPODIACEAE","Buckbush","","","","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","6/4/08",-29.69469,135.57087,"decimal degrees","Salsola australis","2008-04-06","native","EPSG:20253","verified",,
"OPP355483-1792375","OPP355483-1792375","OP","KI THREATENED PLANT PROJECT","D","TAYLOR D. David","","5-50m",734270,6036999,-35.78319,137.59196,"G04015","Spyridium eriocephalum var. glabrisepalum","RHAMNACEAE","Macgillivray Spyridium","PLANTSNUM= 2; SUBPOP= C","","","Beyeria (CP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","7/9/02",-35.78319,137.59196,"decimal degrees","Spyridium eriocephalum var. glabrisepalum","2002-09-07","native","EPSG:20253","verified",,
"SUP23554-194500-AD176082","SUP23554-194500-AD176082","SU","EYRE PENINSULA FAUNA","D","CANTY P.D. Peter | LANG P.J. Peter","AD176082","5-50m",553175,6242545,-33.95626,135.57551,"A05976","Wurmbea dioica ssp. brevifolia","LILIACEAE","Early Nancy","Mauve-pink flower.","","Photopoint 10 m north of fence at WPT 031. (53/E553185/N6242523). Photopoint direction 10 degrees.","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","31/8/04",-33.95626,135.57551,"decimal degrees","Wurmbea dioica ssp. brevifolia","2004-08-31","native","EPSG:20253","verified",,
"RVPO15840-64078","RVPO15840-64078","RV","","D","O'CONNOR P.J. Patrick | MIBUS R. RAELENE","","251-500m",491038,6122790,-35.0375309,140.901738,"M00666","Asphodelus fistulosus","LILIACEAE","Onion Weed","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus socialis  / E. leptophylla Mallee with Melaleuca lanceolata +/- M. acuminata tall shrubland","Pinaroo to Loxton RD 7.4 km WSW of Boltons","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","22/12/98",-35.0375309,140.901738,"decimal degrees","Asphodelus fistulosus","1998-12-22","introduced","EPSG:20254","verification required",,
"RVPU24520-22605","RVPU24520-22605","RV","","D","CLARK P.D. Peter | HIGGINS G.M. Graeme","","101-250m",435269,6364188,-32.85849272,134.3081702,"E10950","Austrostipa sp.","GRAMINEAE","Spear-grass","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus gracilis Mallee","Flinders HWY 10.6 km WNW of Maryvale","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","26/11/99",-32.85849272,134.3081702,"decimal degrees","Austrostipa sp.","1999-11-26","native","EPSG:20253","verification required",,
"SUP7421-7","SUP7421-7","SU","NULLARBOR","D","CANTY P.D. Peter","","0-5m",507827,6497412,-31.65851,129.08256,"S04565","Salsola australis","CHENOPODIACEAE","Buckbush","","","8 km SE from Border Village.","Nullarbor (WA)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","5/4/84",-31.65851,129.08256,"decimal degrees","Salsola australis","1984-04-05","native","EPSG:20252","verified",,
"SUP1625-5","SUP1625-5","SU","WESTERN MURRAY FLATS","D","HILL S.S. N/A | ADAMS G.R. Graham","","5-50m",363486,6180899,-34.50451,139.51295,"U20070","Enchylaena tomentosa var.","CHENOPODIACEAE","Ruby Saltbush","","","Track not well defined 75 m from stoby pole no. 20 to point at which turn south - 45 m from pipeline road to track then another 45 m to the north east corner of quadrat.","1527 (HA)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","27/4/92",-34.50451,139.51295,"decimal degrees","Enchylaena tomentosa var.","1992-04-27","native","EPSG:20254","verified",,
"SUP13770-12","SUP13770-12","SU","HAPPY VALLEY DISTRICT COUNCIL","D","ROBERTSON M.A. Meg","","51-100m",288172,6103478,-35.18936,138.67348,"K04985","Hibbertia australis (NC)","DILLENIACEAE","Stalked Guinea-flower","","","Peter Creek Road. W from Kuitpo Forest Reserve (Knott Hill).","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","10/10/94",-35.18936,138.67348,"decimal degrees","Hibbertia australis (NC)","1994-10-10","native","EPSG:20254","verified",,
"OPP800905-18","OPP800905-18","OP","BDBSA RESERVES DATABASE","D","BYARD E.J. Liz | CROFT S.J. Sonia","","1-10km",648575,6249580,-33.88368,136.6066,"E10950","Austrostipa sp.","GRAMINEAE","Spear-grass","","","5 km NE of Arno Bay.","1026 (HA)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","12/2/93",-33.88368,136.6066,"decimal degrees","Austrostipa sp.","1993-02-12","native","EPSG:20253","verified",,
"OPP539593-6","OPP539593-6","OP","SCIENTIFIC PERMIT DATA - APPROVED","D","NICOL J. Jason","","5-50m",350287,6053158,-35.65408,139.34614,"S00421","Cenchrus clandestinus","GRAMINEAE","Kikuyu","","","","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","12/11/13",-35.65408,139.34614,"decimal degrees","Cenchrus clandestinus","2013-11-12","introduced","EPSG:20254","verified",,
"RVPO68597-300256","RVPO68597-300256","RV","","D","MASON S.J. Sam | OBST C.S. Chris","","501-1000m",412884,6201387,-34.32512871,140.0530456,"Z00219","Hordeum leporinum","GRAMINEAE","Wall Barley-grass","Collected using the DEWNR Roadside Vegetation Survey Methodology","Exotic Grassland","Moorook RD 3.4 km ESE of Holder Siding","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","17/9/03",-34.32512871,140.0530456,"decimal degrees","Hordeum leporinum","2003-09-17","introduced","EPSG:20254","verification required",,
"SUP16709-27446","SUP16709-27446","SU","NORTH  EASTERN EYRE PENINSULA","D","MURFET D.E. Denzel | TAPLIN R.L. Rosemary","","5-50m",709146,6282021,-33.58103,137.25353,"W00943","Exocarpos aphyllus","SANTALACEAE","Leafless Cherry","","","350m south of bend in road north of samphire 40m into Myoporum platycarpum / Geijera linearifolia site - 1.65km from bend south.","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","13/11/98",-33.58103,137.25353,"decimal degrees","Exocarpos aphyllus","1998-11-13","native","EPSG:20253","verified",,
"OPP859765-13","OPP859765-13","OP","EXPERIMENTAL VEG MANAGEMENT AT MOKOTA CP","D","PRESCOTT A.M. Ann","","5-50m",309621,6285296,-33.55503,138.94926,"G02491","Asperula conferta","RUBIACEAE","Common Woodruff","Present in 1 of 50 subquadrats","","Mokota Conservation Park","Mokota (CP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","19/11/02",-33.55503,138.94926,"decimal degrees","Asperula conferta","2002-11-19","native","EPSG:20254","verified",,
"OPP324866-1499581","OPP324866-1499581","OP","MLR GRID WEED SURVEYS (NPWSA)","D","TE T. Thai","","101-250m",290722,6137478,-34.88355,138.71004,"Y03196","Hypochaeris glabra","COMPOSITAE","Smooth Cat's Ear","BRAUN_BLANQUET_DENSITY = 5","","598","Black Hill (CP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","23/7/99",-34.88355,138.71004,"decimal degrees","Hypochaeris glabra","1999-07-23","introduced","EPSG:20254","verified",,
"OPP846430-133","OPP846430-133","OP","DEWNR FIRE MANAGEMENT RAMBLE OBS","D","PICKETT M.I. Marcus","","251-500m",291700,6134050,-34.91464,138.71988,"W05367","Tricoryne elatior","LILIACEAE","Yellow Rush-lily","NW corner","See other comments","Morialta Vineyards (Norton Summit Rd) FIMS ID 623 (1 km NW of Norton Summit)","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","8/2/19",-34.91464,138.71988,"decimal degrees","Tricoryne elatior","2019-02-08","native","EPSG:20254","verified",,
"SUP14025-23","SUP14025-23","SU","STONY DESERTS","D","ARNOTT D.S. Dale | O'CONNOR P.J. Patrick","","51-100m",643220,6852110,-28.44969,136.46266,"A03336","Streptoglossa adscendens","COMPOSITAE","Desert Daisy","","","6.8 km NNW from Four Hills Trig.","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","1/3/96",-28.44969,136.46266,"decimal degrees","Streptoglossa adscendens","1996-03-01","native","EPSG:20253","verified",,
"SUP16115-32688-AD99838073","SUP16115-32688-AD99838073","SU","ANANGU PITJANTJATJARA LANDS","D","CANTY P.D. Peter | PILLMAN S.J. Stuart | LANG P.J. Peter","AD99838073","51-100m",586615,7009137,-27.03727,129.87327,"Y03188","Rhodanthe stricta","COMPOSITAE","Slender Everlasting","","","","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","19/10/96",-27.03727,129.87327,"decimal degrees","Rhodanthe stricta","1996-10-19","native","EPSG:20252","verified",,
"OPP798920-129","OPP798920-129","OP","BDBSA RESERVES DATABASE","D","BARRATT R.R. Rick | CARPENTER G.A. Graham","","1-10km",674020,6307376,-33.35877,136.87033,"M05830","Melaleuca lanceolata","MYRTACEAE","Dryland Tea-tree","Name changed to binomial because subspecies thaeroides is not accepted. Original species number preserved.","**Birds** Crested Bellbird Brush Bronzewing Shy Hylacola Blue-breasted Fairy-wren Chestnut Quailthrush Tawny-crowned Honeyeater Jacky Winter all recorded suitable for Malleefowl Grey Currawong**Environmental Association** = 21% (Yalarna) & 16% (Me","GLYNN : 24 25 26 27. 2 areas separated only by a minor road reserve.","774 (HA)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","17/7/91",-33.35877,136.87033,"decimal degrees","Melaleuca lanceolata","1991-07-17","native","EPSG:20253","verified",,
